heart_rate,time_elapsed,distance,avg_running_cadence,total_calories,speed
165.0,733.0,2.67428,82.0,94.0,0.003648403819918145
165.0,961.0,3.68577,83.0,60.0,0.0038353485952133197
163.0,1147.0,4.32283,80.0,33.0,0.0037688142981691366
165.0,1538.0,5.93732,82.0,93.0,0.003860416124837451
162.0,1747.0,6.829689999999999,82.0,54.0,0.003909381797366915
163.0,1926.0,7.42105,81.0,40.0,0.0038530893042575285
159.0,2327.0,9.02824,82.0,87.0,0.0038797765363128493
163.0,2526.0,9.88298,83.0,51.0,0.003912501979414094
135.0,469.0,1.61264,80.0,90.0,0.0034384648187633263
148.0,911.0,3.21899,81.0,98.0,0.003533468715697036
109.0,1423.0,4.828060000000001,81.0,104.0,0.003392874209416726
159.0,1869.0,6.44194,81.0,97.0,0.0034467308721241306
96.0,531.0,1.44752,81.0,96.0,0.002726026365348399
152.0,685.0,2.03774,82.0,26.0,0.002974802919708029
156.0,858.0,2.68733,81.0,38.0,0.0031320862470862474
159.0,1030.0,3.33637,82.0,43.0,0.0032391941747572815
160.0,1208.0,4.00186,81.0,43.0,0.0033127980132450327
163.0,1387.0,4.6640500000000005,82.0,36.0,0.003362689257390051
165.0,1575.0,5.35414,81.0,35.0,0.0033994539682539685
166.0,1755.0,6.016310000000001,81.0,39.0,0.0034280968660968664
163.0,1975.0,6.81331,81.0,42.0,0.0034497772151898735
164.0,2193.0,7.57963,82.0,50.0,0.003456283629730962
165.0,2475.0,8.564540000000001,81.0,70.0,0.0034604202020202023
157.0,2697.0,9.349950000000002,82.0,56.0,0.0034667964404894334
152.0,2921.0,10.12379,81.0,51.0,0.0034658644299897295
163.0,3148.0,10.9275,81.0,48.0,0.003471251588310038
163.0,3355.0,11.7004,82.0,41.0,0.003487451564828614
144.0,678.0,1.61286,81.0,94.0,0.0023788495575221237
87.0,750.0,1.65798,79.0,3.0,0.00221064
162.0,1092.0,3.26926,82.0,83.0,0.002993827838827839
163.0,1110.0,3.35549,81.0,4.0,0.0030229639639639642
155.0,1291.0,3.94756,79.0,43.0,0.003057753679318358
166.0,1674.0,5.55509,81.0,104.0,0.003318452807646356
166.0,1675.0,5.559279999999999,82.45366029570862,82.08015815959742,0.0033189731343283577
159.0,1856.0,6.16966,80.0,43.0,0.00332417025862069
169.0,2235.0,7.778560000000001,82.0,106.0,0.0034803400447427297
169.0,2236.0,7.78248,82.45366029570862,82.08015815959742,0.0034805366726296957
149.0,2413.0,8.30579,80.0,41.0,0.00344210111893908
169.0,2744.0,9.91535,82.0,68.0,0.003613465743440233
173.0,2767.0,10.042,83.0,5.0,0.0036292013010480666
155.0,410.0,1.6110799999999998,81.0,92.0,0.003929463414634146
164.0,809.0,3.22114,82.0,101.0,0.003981631644004944
164.0,1214.0,4.83084,81.0,104.0,0.003979275123558485
169.0,1613.0,6.44061,81.0,102.0,0.003992938623682579
163.0,2229.0,8.05034,81.0,90.0,0.003611637505607896
139.0,2905.0,9.65722,80.0,86.0,0.003324344234079174
158.0,3464.0,11.26735,81.0,96.0,0.0032526991916859123
165.0,3930.0,12.87503,82.0,113.0,0.003276089058524173
166.0,4383.0,14.48556,82.0,110.0,0.003304941820670773
160.0,5039.0,16.09463,83.0,102.0,0.0031940127009327246
164.0,5502.0,17.70442,82.0,101.0,0.0032178153398764084
136.0,512.0,1.61116,80.0,80.0,0.003146796875
142.0,986.0,3.22423,81.0,96.0,0.0032700101419878298
150.0,1444.0,4.82983,81.0,99.0,0.0033447576177285322
155.0,1902.0,6.44345,81.0,107.0,0.0033877234490010517
148.0,431.0,1.61357,81.0,93.0,0.0037437819025522043
158.0,851.0,3.22038,81.0,104.0,0.0037842303172737957
160.0,1229.0,4.83092,82.0,97.0,0.003930772986167616
161.0,418.0,1.61012,80.0,105.0,0.0038519617224880382
63.0,1389.0,2.70397,81.0,69.0,0.001946702663786897
170.0,1500.0,3.30437,87.0,24.0,0.0022029133333333335
143.0,1595.0,3.54631,79.0,17.0,0.0022233918495297806
167.0,1721.0,4.149649999999999,83.0,33.0,0.0024111853573503773
160.0,1787.0,4.3488,79.0,16.0,0.0024335758254057076
147.0,1814.0,4.35202,78.0,0.0,0.0023991289966923926
166.0,1936.0,4.95263,84.0,32.0,0.002558176652892562
115.0,2037.0,5.154649999999999,80.0,16.0,0.0025305105547373586
165.0,2161.0,5.75996,83.0,30.0,0.00266541416011106
114.0,2275.0,5.960529999999999,79.0,13.0,0.0026200131868131865
155.0,2393.0,6.55134,85.0,8.0,0.002737709987463435
142.0,2499.0,6.75846,81.0,10.0,0.002704465786314526
159.0,2620.0,7.361890000000001,84.0,17.0,0.0028098816793893132
130.0,2722.0,7.55864,80.0,11.0,0.00277686994856723
132.0,2839.0,8.151399999999999,84.0,12.0,0.0028712222613596333
139.0,2943.0,8.362680000000001,80.0,9.0,0.002841549439347605
163.0,3057.0,8.9627,86.0,25.0,0.0029318613019299966
63.0,222.0,0.09006,79.0,1.0,0.00040567567567567566
152.0,898.0,1.70261,80.0,93.0,0.001896002227171492
159.0,1324.0,3.31082,80.0,104.0,0.002500619335347432
160.0,1754.0,4.9244200000000005,80.0,104.0,0.002807537058152794
165.0,2187.0,6.52788,80.0,104.0,0.002984855967078189
157.0,3260.0,8.137229999999999,81.0,99.0,0.002496082822085889
163.0,3719.0,9.74683,82.0,89.0,0.002620820112933584
162.0,4167.0,11.35514,82.0,105.0,0.0027250155987521
161.0,4744.0,12.96748,82.0,92.0,0.0027334485666104555
166.0,5181.0,14.57729,82.0,111.0,0.002813605481567265
162.0,6073.0,16.18393,82.0,102.0,0.00266489873209287
148.8745940093829,2226.9582664526483,7.125972646691634,82.45366029570862,82.08015815959742,0.0031998680684944725
142.0,463.0,1.60938,81.0,109.0,0.0034759827213822897
142.0,912.0,3.21933,80.0,100.0,0.0035299671052631577
135.0,1499.0,4.82804,81.0,86.0,0.003220840560373582
157.0,1937.0,6.43896,82.0,99.0,0.003324192049561177
145.0,445.0,1.61141,80.0,93.0,0.0036211460674157306
155.0,886.0,3.22183,80.0,105.0,0.0036363769751693005
165.0,1307.0,4.8304,81.0,102.0,0.0036957918898240247
161.0,1754.0,6.4404,81.0,109.0,0.003671835803876853
161.0,2198.0,8.052439999999999,81.0,109.0,0.0036635304822565965
156.0,413.0,1.60973,82.0,90.0,0.0038976513317191285
165.0,816.0,3.22135,82.0,101.0,0.003947732843137255
173.0,1215.0,4.82967,81.0,101.0,0.003975037037037037
169.0,1971.0,6.440390000000001,81.0,101.0,0.0032675748351090822
175.0,2407.0,8.04983,81.0,111.0,0.0033443415039468216
178.0,2823.0,9.65871,80.0,111.0,0.0034214346439957488
164.0,3838.0,11.26721,82.0,105.0,0.0029356982803543513
166.0,4448.0,12.877540000000002,82.0,110.0,0.0028951303956834535
162.0,5240.0,14.48675,82.0,109.0,0.0027646469465648854
162.0,5745.0,16.09436,82.0,114.0,0.002801455178416014
166.0,6228.0,17.70404,82.0,97.0,0.0028426525369299933
172.0,6962.0,19.31213,82.0,97.0,0.002773934214306234
153.0,437.0,1.6167,80.0,92.0,0.00369954233409611
152.0,868.0,3.21968,80.0,97.0,0.0037093087557603685
157.0,1319.0,4.8293,80.0,97.0,0.0036613343442001515
157.0,1782.0,6.44262,79.0,109.0,0.0036153872053872054
160.0,2244.0,8.05312,79.0,108.0,0.00358873440285205
158.0,473.0,1.61264,81.0,100.0,0.00340938689217759
121.0,1517.0,3.10604,80.0,94.0,0.0020474884640738302
165.0,1876.0,4.7123,82.0,93.0,0.0025118869936034114
161.0,2241.0,6.32151,81.0,90.0,0.0028208433734939757
109.0,2579.0,7.10459,81.0,46.0,0.0027547848003101976
130.0,2598.0,7.17478,74.0,3.0,0.0027616551193225558
164.0,2965.0,8.78225,82.0,90.0,0.002961973018549747
170.0,3357.0,10.39022,81.0,99.0,0.003095090854929997
172.0,3500.0,11.00183,82.0,36.0,0.00314338
107.0,3921.0,11.22795,82.0,8.0,0.0028635424636572304
166.0,4223.0,12.60057,84.0,72.0,0.00298379587970637
160.0,4819.0,14.20544,83.0,100.0,0.002947798298402158
159.0,402.0,1.61242,81.0,99.0,0.004010995024875622
157.0,800.0,3.22077,81.0,96.0,0.0040259625
160.0,1208.0,4.82924,82.0,100.0,0.00399771523178808
162.0,1607.0,6.4409,81.0,99.0,0.004008027380211574
163.0,2004.0,8.04683,81.0,99.0,0.004015384231536926
161.0,2572.0,9.65788,82.0,96.0,0.003755007776049767
168.0,2979.0,11.26729,83.0,101.0,0.003782239006377979
167.0,3373.0,12.87694,83.0,99.0,0.003817651941891491
167.0,3758.0,14.4878,82.0,99.0,0.0038551889302820648
163.0,4878.0,16.09576,83.0,98.0,0.003299663796637966
169.0,5277.0,17.70412,83.0,94.0,0.0033549592571536857
168.0,5665.0,19.31309,82.0,100.0,0.0034091950573698145
170.0,6049.0,20.92393,83.0,101.0,0.00345907257397917
160.0,556.0,1.61228,79.0,81.0,0.0028997841726618703
163.0,962.0,3.2220500000000003,82.0,95.0,0.0033493243243243247
166.0,1377.0,4.83178,81.0,107.0,0.003508917937545389
148.0,438.0,1.61006,80.0,101.0,0.003675936073059361
149.0,856.0,3.2188600000000003,81.0,100.0,0.00376035046728972
153.0,1294.0,4.83072,81.0,102.0,0.0037331684698608965
151.0,1740.0,6.44122,81.0,94.0,0.003701850574712644
153.0,2188.0,8.04698,81.0,95.0,0.003677778793418647
159.0,2639.0,9.65839,82.0,97.0,0.0036598673740053053
157.0,421.0,1.61181,80.0,105.0,0.0038285273159144894
157.0,836.0,3.21868,80.0,99.0,0.003850095693779904
158.0,1268.0,4.830760000000001,81.0,107.0,0.003809747634069401
159.0,1723.0,6.43996,80.0,102.0,0.003737643644805572
161.0,2151.0,8.047699999999999,80.0,103.0,0.00374137610413761
159.0,2635.0,9.65665,80.0,98.0,0.0036647628083491465
160.0,3395.0,11.26901,82.0,89.0,0.0033192960235640646
156.0,4083.0,12.87732,82.0,99.0,0.0031538868479059515
158.0,4535.0,14.48869,83.0,102.0,0.003194859977949283
163.0,5039.0,16.09392,82.0,95.0,0.00319387179996031
168.0,5461.0,17.70474,82.0,108.0,0.003242032594762864
156.0,6033.0,19.314310000000003,82.0,100.0,0.003201443726172717
164.0,6456.0,20.92206,83.0,107.0,0.0032407156133828995
166.0,6943.0,22.53462,82.0,101.0,0.0032456603773584904
171.0,7355.0,24.14203,82.0,101.0,0.003282397008837525
158.0,418.0,1.61302,81.0,100.0,0.0038588995215311003
154.0,869.0,3.21947,80.0,98.0,0.0037047986191024165
155.0,1307.0,4.83026,80.0,102.0,0.0036956847742922725
156.0,433.0,1.61086,80.0,105.0,0.003720230946882217
153.0,876.0,3.21905,79.0,109.0,0.003674714611872146
150.0,1348.0,4.82943,79.0,106.0,0.0035826632047477745
159.0,1821.0,6.43991,79.0,102.0,0.003536468973091708
162.0,2406.0,8.04773,80.0,95.0,0.0033448586866167912
155.0,2887.0,9.65829,81.0,112.0,0.0033454416349151367
159.0,396.0,1.61137,81.0,100.0,0.004069116161616162
162.0,786.0,3.22171,81.0,102.0,0.0040988676844783715
160.0,1185.0,4.828189999999999,81.0,100.0,0.004074421940928269
160.0,1613.0,6.43774,80.0,105.0,0.003991159330440174
162.0,2048.0,8.05017,80.0,108.0,0.0039307470703125
167.0,2466.0,9.65762,82.0,104.0,0.003916309813463098
165.0,2871.0,11.26622,83.0,103.0,0.003924144897248346
165.0,3262.0,12.8786,83.0,101.0,0.003948068669527897
162.0,3692.0,14.48632,82.0,100.0,0.003923705308775731
156.0,4086.0,16.09658,82.0,104.0,0.003939446891825746
161.0,4520.0,17.703490000000002,82.0,100.0,0.003916701327433629
163.0,4927.0,19.31538,83.0,102.0,0.00392031256342602
172.0,5340.0,20.92307,83.0,99.0,0.003918177902621722
154.0,5820.0,22.53688,83.0,91.0,0.0038723161512027493
155.0,6314.0,24.14257,83.0,100.0,0.003823656952803294
155.0,6767.0,25.74954,83.0,97.0,0.0038051632924486476
151.0,7284.0,27.36161,83.0,74.0,0.003756398956617243
154.0,7744.0,28.97113,83.0,86.0,0.00374110666322314
146.0,530.0,1.6111,79.0,80.0,0.003039811320754717
144.0,983.0,3.2218,80.0,100.0,0.0032775178026449646
148.0,1430.0,4.83158,81.0,100.0,0.0033787272727272724
163.0,535.0,1.6123599999999998,80.0,102.0,0.003013757009345794
151.0,916.0,3.2218,81.0,92.0,0.003517248908296943
157.0,1029.0,3.65477,78.0,26.0,0.0035517687074829935
174.0,1061.0,3.87748,93.0,7.0,0.0036545523091423182
155.0,1368.0,4.95788,78.0,73.0,0.0036241812865497078
169.0,1397.0,5.16667,99.0,6.0,0.00369840372226199
157.0,2224.0,6.769939999999999,80.0,97.0,0.0030440377697841725
163.0,406.0,1.61638,82.0,102.0,0.003981231527093596
96.0,517.0,1.6268,72.0,0.0,0.003146615087040619
158.0,893.0,3.23775,80.0,92.0,0.0036256998880179175
163.0,1269.0,4.84499,80.0,96.0,0.00381795902285264
170.0,1655.0,6.4556700000000005,80.0,99.0,0.0039007069486404838
173.0,2024.0,8.06307,81.0,97.0,0.00398373023715415
173.0,2026.0,8.07342,83.0,0.0,0.003984906219151037
166.0,2762.0,9.68235,82.0,91.0,0.003505557566980449
161.0,440.0,1.61228,81.0,110.0,0.003664272727272727
163.0,868.0,3.21971,81.0,109.0,0.00370934331797235
160.0,1300.0,4.83484,81.0,108.0,0.0037191076923076922
163.0,1750.0,6.44068,82.0,114.0,0.0036803885714285717
161.0,2207.0,8.04825,82.0,109.0,0.003646692342546443
145.0,477.0,1.61121,80.0,85.0,0.0033777987421383646
155.0,920.0,3.22032,81.0,97.0,0.0035003478260869567
160.0,1328.0,4.828069999999999,81.0,99.0,0.003635594879518072
157.0,414.0,1.61011,81.0,102.0,0.0038891545893719806
156.0,828.0,3.22086,80.0,100.0,0.003889927536231884
163.0,1243.0,4.83024,80.0,103.0,0.0038859533386967015
163.0,1657.0,6.44047,80.0,101.0,0.0038868255884127946
167.0,2074.0,8.05085,80.0,104.0,0.003881798457087753
170.0,2486.0,9.65919,80.0,106.0,0.003885434432823814
163.0,429.0,1.61256,82.0,103.0,0.003758881118881119
169.0,852.0,3.21911,80.0,111.0,0.003778298122065728
152.0,1245.0,4.835640000000001,81.0,94.0,0.003884048192771085
149.0,1676.0,6.43745,81.0,90.0,0.0038409606205250598
160.0,344.0,1.25303,81.0,63.0,0.003642529069767442
205.0,359.0,1.35294,91.0,3.0,0.0037686350974930364
205.0,360.0,1.35997,104.0,0.0,0.003777694444444444
158.0,391.0,1.4741,82.0,7.0,0.003770076726342711
195.0,406.0,1.5746600000000002,92.0,3.0,0.0038784729064039415
158.0,435.0,1.68439,82.0,7.0,0.00387216091954023
184.0,452.0,1.78675,91.0,4.0,0.003952986725663717
160.0,482.0,1.89324,80.0,7.0,0.003927883817427386
172.0,499.0,2.00549,89.0,4.0,0.0040190180360721445
152.0,688.0,2.67594,78.0,46.0,0.003889447674418605
166.0,703.0,2.77728,92.0,3.0,0.003950611664295875
159.0,738.0,2.88688,81.0,8.0,0.003911761517615176
167.0,754.0,2.99019,87.0,3.0,0.003965769230769231
157.0,797.0,3.11588,81.0,10.0,0.0039095106649937265
177.0,814.0,3.21541,89.0,4.0,0.003950135135135135
158.0,852.0,3.33045,81.0,9.0,0.003908978873239437
184.0,869.0,3.43488,87.0,4.0,0.0039526812428078255
160.0,403.0,1.6260899999999998,80.0,99.0,0.004034962779156327
157.0,804.0,3.22231,81.0,93.0,0.004007848258706467
159.0,1217.0,4.83122,81.0,97.0,0.003969778142974527
157.0,1632.0,6.44037,81.0,92.0,0.003946305147058823
162.0,2037.0,8.0489,82.0,94.0,0.003951350024545901
160.0,2447.0,9.6628,82.0,99.0,0.003948835308541071
157.0,2850.0,11.26608,82.0,88.0,0.003953010526315789
159.0,3261.0,12.87511,82.0,96.0,0.003948209138301135
155.0,3677.0,14.48621,83.0,88.0,0.0039396818058199615
159.0,4087.0,16.09384,83.0,93.0,0.0039378125764619526
158.0,4501.0,17.70359,83.0,91.0,0.003933257053988002
160.0,4916.0,19.31278,83.0,92.0,0.003928555736371033
159.0,5341.0,20.9234,83.0,99.0,0.003917506085002809
156.0,5786.0,22.5326,83.0,93.0,0.00389433114414103
152.0,6255.0,24.14286,80.0,86.0,0.0038597697841726616
143.0,6758.0,25.751810000000003,80.0,77.0,0.0038105667357206277
148.0,7209.0,27.35922,83.0,84.0,0.0037951477320016646
152.0,7731.0,28.969810000000003,81.0,83.0,0.0037472267494502655
149.0,8237.0,30.5788,81.0,83.0,0.00371237100886245
151.0,8708.0,32.18911,83.0,85.0,0.0036964986219568214
149.0,9201.0,33.7965,82.0,80.0,0.0036731333550701012
147.0,9704.0,35.40551,83.0,77.0,0.00364854802143446
146.0,10236.0,37.01915,82.0,79.0,0.0036165640875341935
150.0,10740.0,38.62558,82.0,85.0,0.0035964227188081937
151.0,11231.0,40.23433,83.0,96.0,0.003582435223933755
163.0,11686.0,41.84478,83.0,87.0,0.003580761595071025
159.0,435.0,1.61217,80.0,108.0,0.003706137931034483
159.0,876.0,3.22175,80.0,108.0,0.003677796803652968
157.0,1330.0,4.83179,81.0,109.0,0.003632924812030075
149.0,467.0,1.61046,80.0,110.0,0.003448522483940043
145.0,984.0,3.21868,80.0,94.0,0.003271016260162602
149.0,1421.0,4.829770000000001,80.0,100.0,0.0033988529204785367
150.0,1865.0,6.43958,80.0,96.0,0.003452857908847185
154.0,2355.0,8.04781,80.0,92.0,0.0034173290870488323
162.0,405.0,1.61048,79.0,99.0,0.003976493827160494
170.0,798.0,3.22288,80.0,102.0,0.004038696741854636
178.0,1198.0,4.8295200000000005,82.0,94.0,0.004031318864774625
147.0,496.0,1.61225,82.0,105.0,0.0032505040322580643
149.0,929.0,3.21975,79.0,104.0,0.0034658234660925723
149.0,1368.0,4.828609999999999,80.0,104.0,0.0035296856725146194
156.0,1819.0,6.43809,80.0,108.0,0.0035393567894447496
158.0,2274.0,8.04983,81.0,102.0,0.003539942832014072
156.0,436.0,1.61043,80.0,104.0,0.003693646788990826
170.0,813.0,3.2202,82.0,99.0,0.003960885608856089
164.0,1220.0,4.8305,80.0,96.0,0.003959426229508197
162.0,1649.0,6.43875,80.0,107.0,0.0039046391752577316
157.0,2158.0,8.04897,80.0,109.0,0.003729828544949027
157.0,2622.0,9.65734,82.0,99.0,0.003683196033562166
163.0,3070.0,11.27163,82.0,102.0,0.003671540716612378
156.0,3531.0,12.87932,82.0,111.0,0.0036474992919852734
166.0,407.0,1.61078,80.0,99.0,0.003957690417690418
165.0,534.0,2.15749,81.0,32.0,0.004040243445692884
168.0,945.0,3.76404,80.0,106.0,0.003983111111111111
155.0,435.0,1.60974,80.0,104.0,0.003700551724137931
161.0,498.0,1.86071,80.0,15.0,0.00373636546184739
89.0,683.0,1.86445,81.0,0.0,0.0027297950219619324
171.0,758.0,2.28335,86.0,11.0,0.003012335092348285
117.0,818.0,2.28912,86.0,0.0,0.002798435207823961
174.0,889.0,2.69965,89.0,13.0,0.003036726659167604
136.0,948.0,2.70584,88.0,0.0,0.0028542616033755274
176.0,1020.0,3.11682,91.0,15.0,0.0030557058823529413
148.8745940093829,1077.0,3.11682,82.45366029570862,82.08015815959742,0.002893983286908078
173.0,1155.0,3.5297,83.0,19.0,0.003056017316017316
129.0,1215.0,3.53587,90.0,0.0,0.0029101810699588477
173.0,1294.0,3.94927,85.0,18.0,0.003051986089644513
135.0,1348.0,3.95468,84.0,0.0,0.002933738872403561
174.0,1426.0,4.371770000000001,87.0,18.0,0.0030657573632538572
137.0,1480.0,4.37235,82.45366029570862,82.08015815959742,0.0029542905405405403
173.0,1559.0,4.78499,83.0,19.0,0.0030692687620269402
139.0,1613.0,4.7853,82.45366029570862,82.08015815959742,0.002966707997520149
177.0,1686.0,5.19559,87.0,17.0,0.0030816073546856464
163.0,4502.0,6.80037,81.0,103.0,0.001510521990226566
160.0,435.0,1.61171,80.0,108.0,0.0037050804597701147
161.0,867.0,3.22267,80.0,108.0,0.003717035755478662
165.0,1281.0,4.82993,80.0,106.0,0.0037704371584699452
168.0,1697.0,6.4392,80.0,106.0,0.003794460813199764
163.0,2345.0,8.04998,82.0,101.0,0.003432827292110874
166.0,2768.0,9.6586,83.0,107.0,0.0034893786127167628
166.0,3195.0,11.26831,82.0,108.0,0.0035268575899843504
170.0,3629.0,12.87542,83.0,111.0,0.003547925048222651
164.0,441.0,1.61182,81.0,99.0,0.003654920634920635
158.0,813.0,3.22454,82.0,94.0,0.003966223862238623
165.0,1216.0,4.83207,81.0,94.0,0.00397374177631579
157.0,428.0,1.61245,81.0,97.0,0.0037674065420560746
152.0,786.0,3.22229,80.0,87.0,0.004099605597964377
154.0,1227.0,4.83187,80.0,106.0,0.003937954360228199
168.0,1674.0,6.4442200000000005,81.0,109.0,0.003849593787335723
157.0,454.0,1.61045,81.0,103.0,0.003547246696035242
171.0,844.0,3.21931,81.0,100.0,0.0038143483412322278
180.0,1240.0,4.82911,81.0,100.0,0.0038944435483870966
155.0,457.0,1.6119,81.0,89.0,0.003527133479212254
154.0,919.0,3.2194000000000003,80.0,106.0,0.0035031556039173016
154.0,1392.0,4.8292600000000006,81.0,103.0,0.0034692959770114946
160.0,436.0,1.61101,81.0,101.0,0.0036949770642201838
151.0,901.0,3.2200100000000003,81.0,113.0,0.003573817980022198
161.0,1357.0,4.83126,80.0,103.0,0.003560250552689757
153.0,1815.0,6.43899,80.0,109.0,0.0035476528925619836
162.0,1337.0,1.61153,82.0,99.0,0.0012053328347045623
129.0,1818.0,3.21887,80.0,107.0,0.0017705555555555556
165.0,2283.0,4.82833,81.0,108.0,0.002114905825667981
166.0,2761.0,6.43948,82.0,96.0,0.0023322998913437158
167.0,3705.0,8.047189999999999,82.0,97.0,0.002171981106612685
163.0,418.0,1.60989,81.0,105.0,0.0038514114832535885
162.0,859.0,3.21881,81.0,107.0,0.003747159487776484
148.8745940093829,1322.0,4.830979999999999,81.0,109.0,0.0036542965204236
163.0,1789.0,6.43759,81.0,105.0,0.0035984292901062045
163.0,2252.0,8.04789,82.0,112.0,0.0035736634103019542
162.0,455.0,1.61255,80.0,97.0,0.003544065934065934
175.0,880.0,3.22213,81.0,101.0,0.0036615113636363637
164.0,1323.0,4.83026,80.0,110.0,0.0036509901738473165
173.0,1760.0,6.44089,81.0,109.0,0.0036595965909090905
169.0,417.0,1.60949,82.0,97.0,0.00385968824940048
177.0,820.0,3.22275,82.0,97.0,0.003930182926829269
177.0,1212.0,4.832859999999999,82.0,101.0,0.003987508250825082
162.0,420.0,1.61061,81.0,107.0,0.0038347857142857146
159.0,873.0,3.22014,80.0,107.0,0.003688591065292096
162.0,1317.0,4.8291,81.0,95.0,0.003666742596810934
161.0,1777.0,6.4392,81.0,109.0,0.0036236353404614516
148.8745940093829,424.0,1.61237,82.0,114.0,0.0038027594339622643
148.8745940093829,832.0,3.22264,81.0,118.0,0.003873365384615385
148.8745940093829,1282.0,4.82927,81.0,116.0,0.0037669812792511703
166.0,451.0,1.61286,81.0,111.0,0.0035761862527716186
171.0,910.0,3.2202800000000003,81.0,113.0,0.003538769230769231
153.0,1379.0,4.83297,81.0,106.0,0.003504691805656273
168.0,1852.0,6.4378400000000005,82.0,108.0,0.0034761555075593954
151.0,2356.0,8.052,81.0,112.0,0.003417657045840407
158.0,472.0,1.611,79.0,98.0,0.003413135593220339
155.0,900.0,3.22143,81.0,103.0,0.0035793666666666664
160.0,1363.0,4.82904,81.0,96.0,0.003542949376375642
162.0,1819.0,6.44122,82.0,96.0,0.003541077515118197
163.0,2273.0,8.049949999999999,81.0,104.0,0.003541553013638363
147.0,497.0,1.60966,80.0,109.0,0.0032387525150905433
147.0,948.0,3.22124,80.0,96.0,0.0033979324894514765
147.0,1407.0,4.82909,79.0,97.0,0.003432189054726368
145.0,1873.0,6.44311,80.0,96.0,0.003439994660971703
160.0,423.0,1.61097,81.0,97.0,0.003808439716312057
152.0,855.0,3.22238,81.0,99.0,0.0037688654970760233
155.0,1282.0,4.82992,82.0,97.0,0.0037674882995319815
169.0,1688.0,6.44244,82.0,99.0,0.003816611374407583
163.0,2127.0,8.04711,82.0,105.0,0.003783314527503526
158.0,2559.0,9.66086,83.0,104.0,0.003775248143806174
164.0,396.0,1.61328,82.0,99.0,0.004073939393939394
159.0,802.0,3.22236,81.0,106.0,0.004017905236907731
146.0,1218.0,4.82929,83.0,77.0,0.003964934318555009
161.0,437.0,1.61153,80.0,109.0,0.003687711670480549
156.0,896.0,3.22081,81.0,110.0,0.003594654017857143
160.0,1347.0,4.83182,80.0,104.0,0.003587097253155159
161.0,1806.0,6.43989,80.0,105.0,0.003565830564784053
159.0,474.0,1.6118800000000002,81.0,106.0,0.0034005907172995785
154.0,911.0,3.21975,81.0,102.0,0.0035343029637760703
142.0,1373.0,4.83054,82.0,102.0,0.0035182374362709395
131.0,1861.0,6.43738,82.0,88.0,0.003459097259537883
162.0,438.0,1.61156,82.0,107.0,0.0036793607305936078
152.0,892.0,3.22024,82.0,113.0,0.003610134529147982
149.0,1365.0,4.82809,82.0,101.0,0.0035370622710622713
150.0,1844.0,6.437810000000001,82.0,103.0,0.0034912201735357922
152.0,2303.0,8.04867,83.0,107.0,0.003494863221884498
147.0,2768.0,9.65827,83.0,115.0,0.0034892593930635836
149.0,3258.0,11.26638,84.0,107.0,0.0034580662983425413
153.0,425.0,1.61097,83.0,108.0,0.0037905176470588234
170.0,3305.0,3.22018,83.0,99.0,0.0009743358547655069
168.0,3778.0,4.83123,84.0,105.0,0.0012787797776601375
155.0,4241.0,6.43926,84.0,108.0,0.001518335298278708
170.0,441.0,1.61011,82.0,110.0,0.0036510430839002267
144.0,887.0,3.2198,81.0,112.0,0.003629988726042841
154.0,1338.0,4.830550000000001,82.0,105.0,0.0036102765321375193
157.0,472.0,1.6114000000000002,82.0,89.0,0.003413983050847458
157.0,912.0,3.22032,82.0,94.0,0.0035310526315789474
146.0,1406.0,4.83235,83.0,96.0,0.0034369487908961593
156.0,1844.0,6.44079,83.0,99.0,0.0034928362255965293
162.0,2298.0,8.04694,83.0,107.0,0.0035017145343777195
151.0,3481.0,9.65903,84.0,89.0,0.002774785981039931
161.0,4086.0,11.26926,84.0,95.0,0.002758017621145374
155.0,5774.0,12.8798,86.0,101.0,0.0022306546588153793
135.0,6265.0,14.48536,86.0,111.0,0.0023121085395051877
158.0,6742.0,16.09441,86.0,107.0,0.0023871862948679915
160.0,7307.0,17.705009999999998,86.0,107.0,0.0024230203914055014
145.0,7837.0,19.31993,86.0,111.0,0.002465220109735868
153.0,458.0,1.61019,83.0,107.0,0.003515698689956332
144.0,1371.0,3.21939,82.0,81.0,0.0023482056892778994
148.0,2416.0,4.833399999999999,83.0,80.0,0.0020005794701986753
141.0,2890.0,6.44259,83.0,97.0,0.002229269896193772
165.0,483.0,1.61172,82.0,87.0,0.0033368944099378883
153.0,920.0,3.2237600000000004,81.0,100.0,0.0035040869565217394
149.0,1354.0,4.828930000000001,80.0,99.0,0.0035664180206794686
158.0,1840.0,6.4407,81.0,93.0,0.0035003804347826083
162.0,452.0,1.61044,81.0,110.0,0.003562920353982301
161.0,882.0,3.2200300000000004,82.0,100.0,0.0036508276643990936
150.0,1328.0,4.82854,82.0,91.0,0.0036359487951807233
149.0,1776.0,6.442819999999999,81.0,96.0,0.0036277139639639636
151.0,2235.0,8.05329,83.0,96.0,0.003603261744966443
146.0,597.0,1.61127,82.0,98.0,0.0026989447236180904
121.0,1128.0,3.219,82.0,117.0,0.002853723404255319
144.0,1670.0,4.82868,81.0,120.0,0.002891425149700599
96.0,2823.0,6.44427,82.0,95.0,0.0022827736450584486
106.0,2831.0,6.49741,103.0,0.0,0.0022950936064994702
133.0,3227.0,6.59244,88.0,2.0,0.002042900526805082
